,C45_Discharge_Pressure (0824108E-525C-4B22-8430-EB4EBB0A2B9E),C45_Discharge_Temperature (80147415-93F2-4D29-B642-A653D8F5EBD1),C23_Speed (CB8678CF-EDA9-4505-830C-D2D32FF28790),C45_Flow (AD38C3BD-3D0D-408F-B73A-5A83C6588EF8),C23_Suction_pressure (EC304387-9C4D-4B73-8AED-1D2E5EB69415),C23_Suction_temperature (2D84AD0C-0CAF-4B07-894F-A54BB4125745),C23_Flow (100DD46E-316B-4BF1-A635-94465A887778),C23_Discharge_Pressure (AA3200B9-D90E-4D67-98F5-2A0762EAC0BE),C45_Suction_pressure (3070B765-83D3-48A1-ACDE-8DC7B3A21874),C45_Speed (265C6391-4097-4FBF-9C99-363308FD433E),C45_Suction_temperature (8977F5CF-E090-4BF6-A997-FD2164B6FCE6),C23_Discharge_Temperature (5BABADFD-318C-426C-B495-254EE3FC1958)
2018-09-13 20:00:00-04:00,11.92139343,124.4288232,10008.10071,207.1868798,2.863878778,34.33589438,205.3178943,12.82819828,2.858408801,10007.68219,33.55145769,126.2180782
2018-09-13 21:00:00-04:00,12.04012234,124.5499255,10002.76052,207.3369882,2.889113474,34.3072264,205.479712,12.89706509,2.825718825,10009.05519,33.57521726,126.2102783
2018-09-13 22:00:00-04:00,12.15885123,124.6710278,10004.38802,207.4870966,2.857396612,34.37807885,205.6415296,12.81894303,2.793028848,10008.7376,33.59897682,126.2772141
2018-09-13 23:00:00-04:00,12.27758013,124.7921301,10001.51754,207.6372051,2.82567975,34.44893129,205.4433274,12.74082097,2.760338872,10006.6718,33.62273639,126.34415
2018-09-14 00:00:00-04:00,12.39630902,124.9132324,10004.33967,207.7873135,2.793962888,34.51978373,205.2451252,12.6626989,2.727648896,10002.52179,33.64649596,126.4110858
2018-09-14 01:00:00-04:00,12.51503792,125.0343347,10008.61502,207.937422,2.762246027,34.59063617,205.0469231,12.58457684,2.727677234,10002.51745,33.67025552,126.4780216
2018-09-14 02:00:00-04:00,12.4239868,125.0178988,10008.87845,208.0875304,2.730529165,34.66148861,204.8487209,12.50645478,2.727705573,10002.05745,33.64530163,126.5449574
2018-09-14 03:00:00-04:00,12.32969444,125.0014628,10005.31571,208.0833193,2.698812303,34.73234105,204.6505187,12.42833272,2.727733911,10003.7896,33.62034774,126.6118932
2018-09-14 04:00:00-04:00,12.23866725,124.9850269,10002.38442,208.0791082,2.714202584,34.71783858,204.4523165,12.45736443,2.727762249,10008.20485,33.59539385,126.5538236
2018-09-14 05:00:00-04:00,12.14764005,124.9685909,10002.90025,208.0748971,2.729592866,34.7033361,204.2887198,12.48639614,2.727790587,10003.74304,33.57043996,126.4957539
2018-09-14 06:00:00-04:00,12.05661286,124.952155,10007.1708,208.0706859,2.744983147,34.68883363,204.1251231,12.51542786,2.727818926,10005.53819,33.54548607,126.4376842
2018-09-14 07:00:00-04:00,11.96558567,124.9357191,10005.18183,208.0664748,2.760373429,34.67433115,203.9615264,12.54445956,2.75361909,10008.29705,33.52053218,126.3796146
2018-09-14 08:00:00-04:00,11.96823406,125.0532872,10006.8607,208.0622637,2.775763711,34.65982867,203.7979297,12.57349128,2.779419254,10002.59988,33.58393918,126.3215449
2018-09-14 09:00:00-04:00,11.97088244,125.1708554,10005.62537,207.9569815,2.791153992,34.6453262,203.634333,12.60252298,2.805219417,10001.48118,33.64734619,126.2634752
2018-09-14 10:00:00-04:00,11.97353085,125.2884236,10005.29755,207.8516994,2.766202456,34.52187574,203.4707363,12.51475763,2.831019582,10002.69295,33.7107532,126.2188238
2018-09-14 11:00:00-04:00,11.97617924,125.4059918,10006.19077,207.7464172,2.741250919,34.39842529,203.3125835,12.42699227,2.856819746,10002.22223,33.7741602,126.1741724
2018-09-14 12:00:00-04:00,11.97882763,125.52356,10002.2419,207.641135,2.716299383,34.27497484,203.1544306,12.33607916,2.882619909,10003.20487,33.83756721,126.129521
2018-09-14 13:00:00-04:00,11.98147602,125.6411282,10001.49589,207.5358528,2.691347846,34.15152438,202.9962778,12.24833619,2.848260073,10005.86114,33.90097422,126.0848695
2018-09-14 14:00:00-04:00,12.03532023,125.3298947,10001.98778,207.4305707,2.66639631,34.02807393,202.838125,12.16059323,2.813685809,10001.56444,33.75355663,126.0402181
2018-09-14 15:00:00-04:00,12.08916443,125.0186611,10004.99104,207.4129065,2.641444773,33.90462347,202.6799722,12.07285026,2.779111546,10001.08721,33.60613905,125.9955667
2018-09-14 16:00:00-04:00,12.14300864,124.7074275,10003.1238,207.3952424,2.648966971,34.03435239,202.5218194,12.11038505,2.744537281,10009.85943,33.45872146,125.9354972
2018-09-14 17:00:00-04:00,12.19685285,124.396194,10006.56475,207.3775783,2.656489169,34.1640813,202.5362977,12.14791983,2.709963018,10004.16831,33.31130387,125.8754276
2018-09-14 18:00:00-04:00,12.25069706,124.0849604,10005.47887,207.3599141,2.664011367,34.29381021,202.550776,12.18545461,2.675388754,10002.7929,33.16388629,125.815358
2018-09-14 19:00:00-04:00,12.30454126,123.7737269,10002.30485,207.34225,2.671533565,34.42353912,202.5652543,12.22298939,2.679802823,10008.65868,33.0164687,125.7552885
2018-09-14 20:00:00-04:00,12.21596755,124.0037548,10008.28618,207.3245859,2.679055763,34.55326803,202.5797327,12.26052418,2.684216892,10002.9389,33.14320484,125.6952189
2018-09-14 21:00:00-04:00,12.12832436,124.2337828,10003.54332,207.1135319,2.686577961,34.68299695,202.594211,12.29805896,2.688630962,10008.54671,33.26994098,125.6351494
2018-09-14 22:00:00-04:00,12.04068117,124.4638107,10002.52672,206.902478,2.709581132,34.53184474,202.6086893,12.36567973,2.693045031,10003.29528,33.39667712,125.642386
2018-09-14 23:00:00-04:00,11.95303797,124.6938387,10008.03066,206.6914241,2.732584303,34.38069253,203.2759995,12.4333005,2.697459099,10008.08941,33.52341326,125.6496226
2018-09-15 00:00:00-04:00,11.86539479,124.9238666,10006.41514,206.4803701,2.755587474,34.22954033,203.9433097,12.50092127,2.701873169,10008.18407,33.6501494,125.6568592
2018-09-15 01:00:00-04:00,11.7777516,125.1538946,10008.76702,206.2693162,2.778590645,34.07838812,204.6106199,12.56854203,2.710290779,10004.59413,33.77688554,125.6640958
2018-09-15 02:00:00-04:00,11.75797295,124.9900216,10002.77554,206.0582623,2.801593816,33.92723592,205.2779301,12.63616281,2.718708389,10001.68008,33.64969977,125.6713324
2018-09-15 03:00:00-04:00,11.73510853,124.8261485,10005.12169,205.9626999,2.824596987,33.77608371,205.9452403,12.70378358,2.727125999,10005.00464,33.522514,125.6785691
2018-09-15 04:00:00-04:00,11.71533508,124.6622755,10006.31677,205.8671375,2.838400718,33.84213075,206.6125505,12.75776504,2.735543609,10004.12263,33.39532824,125.7494429
2018-09-15 05:00:00-04:00,11.69556162,124.4984025,10002.16764,205.7715751,2.85220445,33.90817779,206.5259949,12.81174649,2.743961218,10002.39658,33.26814247,125.8203167
2018-09-15 06:00:00-04:00,11.67578817,124.3345295,10006.5416,205.6760127,2.866008182,33.97422483,206.4394392,12.86572795,2.752378828,10000.20464,33.1409567,125.8911906
2018-09-15 07:00:00-04:00,11.65601471,124.1706564,10003.0105,205.5804503,2.879811913,34.04027188,206.3528836,12.91970942,2.720401715,10003.74989,33.01377094,125.9620644
2018-09-15 08:00:00-04:00,11.72467374,124.4155713,10002.15297,205.4848879,2.893615645,34.10631892,206.266328,12.97369088,2.6884246,10003.777,33.21019002,126.0329383
2018-09-15 09:00:00-04:00,11.79333277,124.6604862,10008.39285,205.0487032,2.907419377,34.17236596,206.1797723,13.02767234,2.656447486,10008.33257,33.40660909,126.1038121
2018-09-15 10:00:00-04:00,11.8619918,124.9054012,10007.92009,204.6125186,2.858060738,34.17843366,206.0932167,12.84356868,2.624470371,10004.72533,33.60302817,126.1245646
2018-09-15 11:00:00-04:00,11.93065082,125.1503161,10006.08655,204.1763339,2.808702099,34.18450136,205.9151841,12.65946503,2.592493256,10001.37047,33.79944725,126.1453171
2018-09-15 12:00:00-04:00,11.99930986,125.395231,10003.39534,203.7401493,2.75934346,34.19056906,205.7371515,12.47217807,2.560516142,10003.48472,33.99586633,126.1660696
2018-09-15 13:00:00-04:00,12.06796888,125.6401459,10000.27422,203.3039646,2.709984821,34.19663677,205.5591189,12.28812139,2.564079899,10007.14738,34.19228541,126.1868221
2018-09-15 14:00:00-04:00,11.99299549,125.3502686,10006.51667,202.86778,2.660626182,34.20270447,205.3810863,12.10406471,2.567453202,10004.72923,33.97434584,126.2075745
2018-09-15 15:00:00-04:00,11.91802211,125.0603914,10002.02387,202.1267354,2.611267544,34.20877217,205.2030537,11.92000803,2.570826505,10005.51276,33.75640628,126.228327
2018-09-15 16:00:00-04:00,11.84304872,124.7705141,10009.14955,201.3856909,2.647875308,34.18084059,205.0250211,12.00753926,2.574199809,10008.9285,33.53846672,126.1703906
2018-09-15 17:00:00-04:00,11.76807533,124.4806369,10003.35184,200.6446464,2.684483071,34.15290901,205.2835108,12.09507048,2.577573113,10004.05398,33.32052716,126.1124541
2018-09-15 18:00:00-04:00,11.69310196,124.1907597,10000.27001,199.9036019,2.721090835,34.12497744,205.5420006,12.18260171,2.580946415,10003.42144,33.1025876,126.0545177
2018-09-15 19:00:00-04:00,11.61812857,123.9008824,10004.21658,199.1625573,2.757698599,34.09704586,205.8004904,12.27013293,2.592145156,10004.3383,32.88464803,125.9965813
2018-09-15 20:00:00-04:00,11.58529451,123.8586336,10005.57848,198.4215128,2.794306363,34.06911428,206.0589801,12.35766416,2.603343896,10006.22329,32.91070492,125.9386448
2018-09-15 21:00:00-04:00,11.55333912,123.8163848,10002.78733,198.1957117,2.830914127,34.0411827,206.3174699,12.44519538,2.614542637,10007.4393,32.93676182,125.8807084
2018-09-15 22:00:00-04:00,11.52138374,123.774136,10000.00675,197.9699107,2.82568486,34.12287357,206.5759596,12.49395104,2.625741378,10008.2821,32.96281871,125.9666829
2018-09-15 23:00:00-04:00,11.48942834,123.7318872,10003.88656,197.7441096,2.820455593,34.20456444,207.1532475,12.5427067,2.636940117,10004.7226,32.9888756,126.0526575
2018-09-16 00:00:00-04:00,11.45747296,123.6896384,10004.74327,197.5183085,2.815226327,34.28625531,207.7305354,12.59146236,2.648138858,10000.9354,33.01493249,126.1386321
2018-09-16 01:00:00-04:00,11.42551758,123.6473896,10001.97201,197.2925074,2.80999706,34.36794618,208.3078234,12.64021802,2.649884216,10001.66741,33.04098938,126.2246067
2018-09-16 02:00:00-04:00,11.46685314,123.7970405,10004.8545,197.0667064,2.804767793,34.44963705,208.8851113,12.68897367,2.651629573,10005.29349,33.13604002,126.3105813
2018-09-16 03:00:00-04:00,11.50516261,123.9466915,10004.79392,197.5035879,2.799538526,34.53132792,209.4623992,12.73772933,2.653374931,10005.23926,33.23109066,126.3965558
2018-09-16 04:00:00-04:00,11.54648729,124.0963424,10006.06427,197.9404695,2.794092487,34.48816467,210.0396871,12.64684288,2.655120289,10007.23172,33.3261413,126.3414257
2018-09-16 05:00:00-04:00,11.58781198,124.2459934,10009.27132,198.3773511,2.788646448,34.44500142,209.7163166,12.55595643,2.656865647,10003.86222,33.42119194,126.2862955
2018-09-16 06:00:00-04:00,11.62913667,124.3956443,10004.23432,198.8142327,2.783200409,34.40183817,209.3929461,12.46506996,2.658611004,10002.27013,33.51624258,126.2311654
2018-09-16 07:00:00-04:00,11.67046136,124.5452952,10007.74732,199.2511143,2.77775437,34.35867492,209.0695756,12.37418351,2.663818159,10005.63546,33.61129322,126.1760352
2018-09-16 08:00:00-04:00,11.72257917,124.4290054,10004.2137,199.6879959,2.772308331,34.31551167,208.7462051,12.28329706,2.669025314,10007.76906,33.49596727,126.120905
2018-09-16 09:00:00-04:00,11.77469698,124.3127156,10001.69121,200.1283299,2.766862292,34.27234842,208.4228345,12.1924106,2.674232469,10008.50194,33.38064133,126.0657749
2018-09-16 10:00:00-04:00,11.82681479,124.1964258,10008.17426,200.5686639,2.764805787,34.11366394,208.099464,12.25503639,2.679439623,10001.72055,33.26531539,125.930122
2018-09-16 11:00:00-04:00,11.8789326,124.080136,10009.71462,201.0089979,2.762749281,33.95497946,207.7123575,12.31766218,2.684646777,10009.79481,33.14998944,125.7944692
2018-09-16 12:00:00-04:00,11.93105041,123.9638462,10004.49372,201.4493319,2.760692776,33.79629498,207.325251,12.37712811,2.689853932,10003.21813,33.0346635,125.6588164
2018-09-16 13:00:00-04:00,11.98316822,123.8475564,10001.05755,201.8896658,2.758636271,33.6376105,206.9381446,12.43973792,2.685551737,10008.80823,32.91933755,125.5231635
2018-09-16 14:00:00-04:00,11.95716089,124.0207944,10004.69353,202.3299998,2.756579766,33.47892602,206.5510381,12.50234772,2.681049482,10002.4046,33.0402427,125.3875107
2018-09-16 15:00:00-04:00,11.93115355,124.1940324,10004.34607,202.6449851,2.75452326,33.32024154,206.1639316,12.56495752,2.676547228,10008.96365,33.16114785,125.2518578
2018-09-16 16:00:00-04:00,11.90514622,124.3672703,10002.33614,202.9599704,2.75693953,33.40701759,205.7768251,12.54452486,2.672044973,10006.92738,33.282053,125.3398084
2018-09-16 17:00:00-04:00,11.87913887,124.5405083,10007.28032,203.2749557,2.759355799,33.49379365,205.3911335,12.5240922,2.667542719,10007.22493,33.40295816,125.4277589
2018-09-16 18:00:00-04:00,11.85313154,124.7137463,10004.99643,203.589941,2.761772069,33.5805697,205.005442,12.50365953,2.663040464,10001.40622,33.52386331,125.5157094
2018-09-16 19:00:00-04:00,11.8271242,124.8869843,10004.38182,203.9049263,2.764188338,33.66734575,204.6197504,12.48322687,2.659520832,10005.18963,33.64476846,125.6036599
2018-09-16 20:00:00-04:00,11.82246381,124.8723633,10006.09587,204.2199116,2.766604608,33.75412181,204.2340588,12.4627942,2.656001198,10003.76519,33.68081911,125.6916105
2018-09-16 21:00:00-04:00,11.81869798,124.8577424,10008.0787,204.3113802,2.769020878,33.84089786,203.8483673,12.44236155,2.652481565,10004.31778,33.71686976,125.779561
2018-09-16 22:00:00-04:00,11.81493213,124.8431214,10000.92222,204.4028487,2.767031605,33.74230304,203.4626757,12.46170821,2.648961933,10002.72679,33.75292041,125.7306536
2018-09-16 23:00:00-04:00,11.8111663,124.8285005,10005.78398,204.4943172,2.765042333,33.64370821,203.2499581,12.48105488,2.6454423,10002.85894,33.78897106,125.6817463
2018-09-17 00:00:00-04:00,11.80740046,124.8138795,10000.40582,204.5857858,2.763053061,33.54511339,203.0372405,12.50040154,2.641922667,10002.86172,33.82502171,125.6328389
2018-09-17 01:00:00-04:00,11.80363462,124.7992586,10000.79797,204.6772543,2.761063788,33.44651857,202.8245229,12.51974821,2.662764562,10003.58874,33.86107237,125.5839315
2018-09-17 02:00:00-04:00,11.7915256,124.8772113,10002.87726,204.7687228,2.759074516,33.34792374,202.6118053,12.53909488,2.683606458,10002.04317,33.89904095,125.5350241
2018-09-17 03:00:00-04:00,11.77631838,124.9551639,10006.51139,204.9059036,2.757085244,33.24932892,202.3990877,12.55844154,2.704448354,10005.32134,33.93700954,125.4861168
2018-09-17 04:00:00-04:00,11.76421255,125.0331166,10001.66932,205.0430844,2.762510134,33.34158069,202.1863701,12.58627239,2.725290249,10005.29278,33.97497812,125.5526242
2018-09-17 05:00:00-04:00,11.75210671,125.1110693,10004.57639,205.1802652,2.767935023,33.43383247,201.3993715,12.61410324,2.746132144,10005.12625,34.01294671,125.6191316
2018-09-17 06:00:00-04:00,11.74000089,125.1890219,10008.04243,205.3174459,2.773359913,33.52608424,200.612373,12.64193411,2.76697404,10007.94434,34.05091529,125.685639
2018-09-17 07:00:00-04:00,11.72789506,125.2669746,10004.42097,205.4546267,2.778784803,33.61833601,199.8253744,12.66976496,2.77395673,10002.48692,34.08888388,125.7521464
2018-09-17 08:00:00-04:00,11.79220967,125.203772,10009.939,205.5918075,2.784209693,33.71058779,199.0383759,12.69759581,2.780939421,10009.17062,34.02733952,125.8186538
2018-09-17 09:00:00-04:00,11.85652428,125.1405695,10005.43289,206.0491243,2.789634583,33.80283956,198.2513774,12.72542666,2.787922112,10002.43575,33.96579515,125.8851612
2018-09-17 10:00:00-04:00,11.92083889,125.0773669,10002.09684,206.5064412,2.746256024,33.97288337,197.4643788,12.5844917,2.794904803,10000.7019,33.90425079,125.9723027
2018-09-17 11:00:00-04:00,11.9851535,125.0141643,10002.82278,206.9637581,2.702877465,34.14292717,197.5657335,12.44355673,2.801887494,10008.2807,33.84270642,126.0594443
2018-09-17 12:00:00-04:00,12.04946811,124.9509618,10004.37011,207.4210749,2.659498905,34.31297098,197.6670881,12.29948094,2.808870185,10000.35791,33.78116206,126.1465858
2018-09-17 13:00:00-04:00,12.11378271,124.8877592,10000.75894,207.8783918,2.616120346,34.48301479,197.7684428,12.15858196,2.781012917,10003.49771,33.71961769,126.2337274
2018-09-17 14:00:00-04:00,12.10452891,124.9654657,10003.37668,208.3357087,2.572741787,34.65305859,197.8697975,12.01768297,2.752946753,10000.33756,33.68907215,126.320869
2018-09-17 15:00:00-04:00,12.0952751,125.0431722,10007.66857,208.4573029,2.529363228,34.8231024,197.9711521,11.87678398,2.724880589,10004.7208,33.65852662,126.4080105
2018-09-17 16:00:00-04:00,12.0860213,125.1208786,10008.88019,208.5788971,2.575216609,34.66739617,198.0725068,11.94691172,2.696814425,10004.19851,33.62798108,126.294835
2018-09-17 17:00:00-04:00,12.0767675,125.1985851,10004.64846,208.7004914,2.621069991,34.51168994,198.7181118,12.01703946,2.668748261,10007.04269,33.59743555,126.1816596
2018-09-17 18:00:00-04:00,12.0675137,125.2762916,10004.88053,208.8220856,2.666923372,34.35598371,199.3637167,12.08716721,2.640682098,10006.06403,33.56689001,126.0684841
2018-09-17 19:00:00-04:00,12.05825989,125.3539981,10006.77178,208.9436799,2.712776753,34.20027748,200.0093217,12.15729495,2.656903271,10007.60019,33.53634448,125.9553086
2018-09-17 20:00:00-04:00,12.01319254,125.2291983,10006.72235,209.0652741,2.758630134,34.04457125,200.6549267,12.22742269,2.673124445,10000.45988,33.71066812,125.8421331
2018-09-17 21:00:00-04:00,11.96903728,125.1043986,10004.65062,209.1686556,2.804483515,33.88886502,201.3005317,12.29755043,2.689345619,10001.30122,33.88499176,125.7289577
2018-09-17 22:00:00-04:00,11.92488201,124.9795989,10008.70493,209.272037,2.807769074,33.89408513,201.9461367,12.34467129,2.705566792,10005.22332,34.0593154,125.7892332
2018-09-17 23:00:00-04:00,11.88072676,124.8547991,10001.7779,209.3754185,2.811054632,33.89930523,202.8686873,12.39179215,2.721787965,10005.14325,34.23363904,125.8495087
2018-09-18 00:00:00-04:00,11.8365715,124.7299994,10006.56478,209.4788,2.814340191,33.90452534,203.791238,12.43891301,2.73800914,10009.49364,34.40796268,125.9097842
2018-09-18 01:00:00-04:00,11.79241622,124.6051997,10008.77952,209.5821815,2.817625749,33.90974544,204.7137886,12.48603387,2.756079689,10005.33037,34.58228632,125.9700597
2018-09-18 02:00:00-04:00,11.81850835,124.6127734,10005.31906,209.6855629,2.820911308,33.91496555,205.6363392,12.53315474,2.774150239,10008.81268,34.41582087,126.0303353
2018-09-18 03:00:00-04:00,11.84148429,124.6203471,10007.54243,209.9737672,2.824196866,33.92018565,206.5588899,12.5802756,2.792220789,10000.35265,34.24935542,126.0906108
2018-09-18 04:00:00-04:00,11.86756954,124.6279208,10007.37796,210.2619715,2.831280467,33.86147467,207.4814405,12.61459759,2.810291339,10008.78472,34.08288997,125.9709512
2018-09-18 05:00:00-04:00,11.89365479,124.6354946,10006.62499,210.5501757,2.838364068,33.80276369,207.7318319,12.64891958,2.82836189,10002.73365,33.91642452,125.8512916
2018-09-18 06:00:00-04:00,11.91974004,124.6430683,10001.47936,210.83838,2.845447669,33.74405271,207.9822233,12.68324157,2.846432439,10008.58256,33.74995906,125.731632
2018-09-18 07:00:00-04:00,11.94582528,124.650642,10008.53126,211.1265842,2.85253127,33.68534173,208.2326147,12.71756357,2.822463446,10009.59493,33.58349361,125.6119724
2018-09-18 08:00:00-04:00,11.9710452,124.5310736,10008.01799,211.4147885,2.859614871,33.62663074,208.4830061,12.75188555,2.798494454,10004.8555,33.51710936,125.4923128
2018-09-18 09:00:00-04:00,11.99626511,124.4115051,10003.63004,211.6628141,2.866698472,33.56791976,208.7333975,12.78620755,2.774525461,10007.03067,33.4507251,125.3726532
2018-09-18 10:00:00-04:00,12.02148501,124.2919367,10000.94101,211.9108398,2.87707812,33.60398514,208.9837889,12.79104889,2.750556468,10006.69107,33.38434085,125.4041755
2018-09-18 11:00:00-04:00,12.04670493,124.1723683,10001.41006,212.1588654,2.887457768,33.64005051,208.9476305,12.79589024,2.726587475,10006.30924,33.31795659,125.4356978
2018-09-18 12:00:00-04:00,12.07192484,124.0527998,10008.10816,212.406891,2.897837416,33.67611588,208.9114721,12.79746276,2.702618483,10006.50943,33.25157233,125.4672201
2018-09-18 13:00:00-04:00,12.09714475,123.9332314,10006.42664,212.6549166,2.908217064,33.71218125,208.8753137,12.80230287,2.748533134,10008.4372,33.18518808,125.4987424
2018-09-18 14:00:00-04:00,12.01442996,123.7687586,10004.20675,212.9029423,2.918596712,33.74824663,208.8391553,12.80714297,2.794246806,10004.1132,32.88147455,125.5302647
2018-09-18 15:00:00-04:00,11.93171516,123.6042859,10008.78711,212.9367944,2.928976359,33.784312,208.8029969,12.81198308,2.839960479,10004.64063,32.57776101,125.5617871
2018-09-18 16:00:00-04:00,11.84900036,123.4398132,10006.91489,212.9706464,2.899922854,33.90950423,208.7668385,12.73728997,2.885674152,10007.50328,32.27404748,125.6070001
2018-09-18 17:00:00-04:00,11.76628557,123.2753404,10002.42673,213.0044985,2.870869349,34.03469647,208.0900877,12.66259685,2.931387825,10000.62374,31.97033394,125.6522131
2018-09-18 18:00:00-04:00,11.68357077,123.1108677,10001.24365,213.0383506,2.841815843,34.1598887,207.4133368,12.58790373,2.977101498,10002.09877,31.66662041,125.6974261
2018-09-18 19:00:00-04:00,11.60085597,122.946395,10001.72772,213.0722027,2.812762338,34.28508093,206.736586,12.51321062,2.960347562,10009.72327,31.36290687,125.7426391
2018-09-18 20:00:00-04:00,11.73012851,122.9376928,10004.73006,213.1060548,2.783708832,34.41027316,206.0598352,12.4385175,2.943593627,10000.05604,31.45027336,125.7878521
2018-09-18 21:00:00-04:00,11.86027861,122.9289906,10004.3046,213.0074173,2.754655327,34.5354654,205.3830844,12.36382438,2.926839692,10007.87629,31.53763985,125.8330651
2018-09-18 22:00:00-04:00,11.99042872,122.9202884,10004.62265,212.9087798,2.753430704,34.40009166,204.7063336,12.37749574,2.910085756,10006.93005,31.62500634,125.7075539
2018-09-18 23:00:00-04:00,12.12057882,122.9115862,10002.41048,212.8101422,2.75220608,34.26471793,204.7153466,12.39116711,2.893331821,10006.22834,31.71237283,125.5820427
2018-09-19 00:00:00-04:00,12.25072893,122.902884,10002.22564,212.7115047,2.750981457,34.12934419,204.7243595,12.40483848,2.876577886,10008.79246,31.79973931,125.4565316
2018-09-19 01:00:00-04:00,12.38087904,122.8941818,10008.44154,212.6128672,2.749756833,33.99397046,204.7333724,12.41850985,2.874807813,10006.53699,31.8871058,125.3310204
2018-09-19 02:00:00-04:00,12.3391496,123.0144766,10002.14406,212.5142297,2.74853221,33.85859672,204.7423854,12.43218122,2.873037741,10006.53314,31.99266408,125.2055092
2018-09-19 03:00:00-04:00,12.29418401,123.1347714,10000.14178,212.0644015,2.747307586,33.72322298,204.7513983,12.44585258,2.871267669,10008.7478,32.09822237,125.079998
2018-09-19 04:00:00-04:00,12.25246556,123.2550662,10002.16611,211.6145733,2.768681144,33.76904756,204.7604112,12.49443961,2.869497597,10003.79411,32.20378065,125.1325591
2018-09-19 05:00:00-04:00,12.2107471,123.3753609,10005.62297,211.1647451,2.790054702,33.81487214,205.1749936,12.54302665,2.867727525,10007.86912,32.30933893,125.1851203
2018-09-19 06:00:00-04:00,12.16902866,123.4956557,10004.24234,210.7149168,2.81142826,33.86069673,205.5895759,12.59161368,2.865957453,10006.87361,32.41489721,125.2376814
2018-09-19 07:00:00-04:00,12.1273102,123.6159505,10004.49253,210.2650886,2.832801818,33.90652131,206.0041582,12.64020071,2.856069729,10000.15871,32.52045549,125.2902426
2018-09-19 08:00:00-04:00,12.13557096,123.6570696,10003.40442,209.8152604,2.854175376,33.95234589,206.4187406,12.68878775,2.846182005,10002.02843,32.38294563,125.3428037
2018-09-19 09:00:00-04:00,12.14383171,123.6981886,10000.00686,209.2008243,2.875548934,33.99817047,206.8333229,12.73737478,2.836294282,10002.95384,32.24543577,125.3953648
2018-09-19 10:00:00-04:00,12.15209247,123.7393077,10006.67558,208.5863882,2.871353222,34.03889459,207.2479052,12.75081946,2.826406557,10003.58063,32.10792591,125.5638149
2018-09-19 11:00:00-04:00,12.16035322,123.7804268,10008.50804,207.971952,2.86715751,34.07961871,207.021797,12.76426414,2.816518833,10003.09751,31.97041605,125.7322649
2018-09-19 12:00:00-04:00,12.16861398,123.8215459,10006.34978,207.3575159,2.862961798,34.12034283,206.7956888,12.77444505,2.80663111,10000.73696,31.83290619,125.9007149
2018-09-19 13:00:00-04:00,12.17687473,123.8626649,10001.59054,206.7430798,2.858766085,34.16106696,206.5695806,12.78788629,2.787918885,10001.61186,31.69539632,126.069165
2018-09-19 14:00:00-04:00,12.149574,123.9417626,10005.89068,206.1286436,2.854570373,34.20179108,206.3434724,12.80132754,2.768997962,10003.34117,31.92184066,126.237615
2018-09-19 15:00:00-04:00,12.12227325,124.0208602,10005.88096,205.6647203,2.850374661,34.2425152,206.1173642,12.81476879,2.750077041,10004.11847,32.148285,126.406065
2018-09-19 16:00:00-04:00,12.09497253,124.0999578,10005.47066,205.200797,2.822979562,34.23114781,205.891256,12.71611254,2.731156119,10007.50138,32.37472934,126.3379251
2018-09-19 17:00:00-04:00,12.06767178,124.1790555,10004.82359,204.7368736,2.795584463,34.21978043,205.6196768,12.6174563,2.712235198,10002.43838,32.60117367,126.2697851
2018-09-19 18:00:00-04:00,12.04037106,124.2581531,10008.75768,204.2729503,2.768189364,34.20841304,205.3480976,12.51880005,2.693314275,10004.39485,32.82761801,126.2016451
2018-09-19 19:00:00-04:00,12.01307032,124.3372508,10002.45748,203.809027,2.740794265,34.19704565,205.0765183,12.42014381,2.713811489,10001.66819,33.05406235,126.1335052
2018-09-19 20:00:00-04:00,11.99334647,124.4176844,10006.27987,203.3451036,2.713399166,34.18567827,204.8049391,12.32148755,2.734308702,10000.26889,33.12251561,126.0653652
2018-09-19 21:00:00-04:00,11.97453144,124.498118,10002.12699,203.3447924,2.686004066,34.17431088,204.5333599,12.22283131,2.754805916,10002.50257,33.19096887,125.9972252
2018-09-19 22:00:00-04:00,11.9557164,124.5785516,10008.09825,203.3444812,2.689181849,34.17669431,204.2617807,12.24062608,2.775303129,10002.43957,33.25942213,125.9421981
2018-09-19 23:00:00-04:00,11.93690137,124.6589852,10008.99227,203.3441699,2.692359632,34.17907774,204.2337387,12.25842087,2.795800342,10007.5189,33.32787539,125.8871709
2018-09-20 00:00:00-04:00,11.91808635,124.7394188,10009.21348,203.3438587,2.695537415,34.18146117,204.2056967,12.27621565,2.816297556,10003.22032,33.39632865,125.8321437
2018-09-20 01:00:00-04:00,11.89927132,124.8198524,10009.68274,203.3435475,2.698715198,34.1838446,204.1776548,12.29401042,2.817190042,10004.03802,33.46478192,125.7771165
2018-09-20 02:00:00-04:00,11.94778797,124.8041643,10005.99047,203.3432362,2.701892981,34.18622803,204.1496128,12.3118052,2.81808253,10005.74397,33.41445703,125.7220894
2018-09-20 03:00:00-04:00,11.99314687,124.7884763,10009.80265,203.6945176,2.705070764,34.18861146,204.1215709,12.32959998,2.818975017,10007.8466,33.36413214,125.6670622
