,ID,Path,Asset,Name,Description,Type,Value Unit Of Measure,Datasource Name,Archived,Source Value Unit Of Measure,Datasource ID,Asset Group Member,Scoped To,Tree Type,Metadata Properties,Enabled,Key Unit Of Measure,Cache ID,Datasource Class,Cache Enabled,Data ID,Formula,Unsearchable,parameterToColumn,columnType,Formula Parameters,Maximum Interpolation,Interpolation Method,Maximum Duration,manuallyAdded,UIConfig,originalMapping,Created By
20,499DB2FA-5F27-4E2A-9C76-C2C3C205B9F5,SPC Monitoring,Line 1,-1 Sigma,,CalculatedSignal,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-38AD-EE00-AC51-B577519F84DF,Seeq Calculations,True,499DB2FA-5F27-4E2A-9C76-C2C3C205B9F5,$Mean - 1*$StandardDeviation,False,"[{""parameterName"":""Mean"",""columnName"":""PV Mean"",""id"":""B463DE59-9203-4A91-B50C-FFEA65944F40""},{""parameterName"":""StandardDeviation"",""columnName"":""PV Standard Deviation"",""id"":""0AF6337F-069B-46EB-A76F-80FDBE63FF1C""}]",Calculation,"['Mean=B463DE59-9203-4A91-B50C-FFEA65944F40', 'StandardDeviation=0AF6337F-069B-46EB-A76F-80FDBE63FF1C']",24.0,Linear,,,,,
21,4CA98986-B9C4-4B12-8EAD-C6A0B4237BBA,SPC Monitoring,Line 3,+1 Sigma,,CalculatedSignal,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3C68-7770-9979-77E2A7D27075,Seeq Calculations,True,4CA98986-B9C4-4B12-8EAD-C6A0B4237BBA,$Mean + 1*$StandardDeviation,False,"[{""parameterName"":""StandardDeviation"",""columnName"":""PV Standard Deviation"",""id"":""50A57337-15A0-4D56-8977-D4859595F89D""},{""parameterName"":""Mean"",""columnName"":""PV Mean"",""id"":""BC9A12B3-36D5-4DD8-9601-A16DE90C515C""}]",Calculation,"['StandardDeviation=50A57337-15A0-4D56-8977-D4859595F89D', 'Mean=BC9A12B3-36D5-4DD8-9601-A16DE90C515C']",24.0,Linear,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
22,50A57337-15A0-4D56-8977-D4859595F89D,SPC Monitoring,Line 3,PV Standard Deviation,,CalculatedSignal,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3BEE-6650-980C-D8A7D9BF92D8,Seeq Calculations,True,50A57337-15A0-4D56-8977-D4859595F89D,"//Define the time period that contains all in control capsules
$capsule = capsule('2020-10-15T18:54:25.253000+00:00', '2021-02-08T23:47:19.421000+00:00')
 
//Narrow down data to when process is in control, use keep() to filter the condition by the specific grade code capsule property
$Grade101 = $applytocondition.keep('Grade Code', isMatch('Grade 101')).intersect($inputcondition)
$Grade102 = $applytocondition.keep('Grade Code', isMatch('Grade 102')).intersect($inputcondition)
$Grade105 = $applytocondition.keep('Grade Code', isMatch('Grade 105')).intersect($inputcondition)
$Grade107 = $applytocondition.keep('Grade Code', isMatch('Grade 107')).intersect($inputcondition)
$Grade103 = $applytocondition.keep('Grade Code', isMatch('Grade 103')).intersect($inputcondition)
$Grade106 = $applytocondition.keep('Grade Code', isMatch('Grade 106')).intersect($inputcondition)
$Grade108 = $applytocondition.keep('Grade Code', isMatch('Grade 108')).intersect($inputcondition)
$Grade104 = $applytocondition.keep('Grade Code', isMatch('Grade 104')).intersect($inputcondition)

 
//Create stddev based on the times the product is in control, use .toDiscrete to create an unweighted stddev
$Grade101_stddev = $inputsignal.remove(not $Grade101).toDiscrete().stddev($capsule)$Grade102_stddev = $inputsignal.remove(not $Grade102).toDiscrete().stddev($capsule)$Grade105_stddev = $inputsignal.remove(not $Grade105).toDiscrete().stddev($capsule)$Grade107_stddev = $inputsignal.remove(not $Grade107).toDiscrete().stddev($capsule)$Grade103_stddev = $inputsignal.remove(not $Grade103).toDiscrete().stddev($capsule)$Grade106_stddev = $inputsignal.remove(not $Grade106).toDiscrete().stddev($capsule)$Grade108_stddev = $inputsignal.remove(not $Grade108).toDiscrete().stddev($capsule)$Grade104_stddev = $inputsignal.remove(not $Grade104).toDiscrete().stddev($capsule)
 
//Create stddev for all grades in one signal using splice(), use keep() to filter the condition by the specific grade code capsule property
//use within() to show only stddev only during the condition
0.splice($Grade101_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 101')))
.splice($Grade102_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 102')))
.splice($Grade105_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 105')))
.splice($Grade107_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 107')))
.splice($Grade103_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 103')))
.splice($Grade106_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 106')))
.splice($Grade108_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 108')))
.splice($Grade104_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 104')))
.within($applytocondition)",False,"[{""parameterName"":""applytocondition"",""columnName"":""Process Condition"",""id"":""64989844-C198-4AA2-A847-96A88271C600""},{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""3960EC92-96F6-472D-9FAD-A55C95E3BBDA""},{""parameterName"":""inputcondition"",""columnName"":""Process 'In Control' Condition"",""id"":""0C868AF8-E3B4-40E2-B8B3-211CEEEE89F9""}]",Calculation,"['applytocondition=64989844-C198-4AA2-A847-96A88271C600', 'inputsignal=3960EC92-96F6-472D-9FAD-A55C95E3BBDA', 'inputcondition=0C868AF8-E3B4-40E2-B8B3-211CEEEE89F9']",24.0,Linear,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
23,56FE16D0-B0F0-4C8A-A21C-08C340B1D96E,SPC Monitoring,Line 3,Nelson Run Rule 1,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3C35-7320-8D17-24D0BBF0720A,Seeq Calculations,True,56FE16D0-B0F0-4C8A-A21C-08C340B1D96E,"$inputsignal.Nelson_RunRule1($minus3sd, $plus3sd)",False,"[{""parameterName"":""minus3sd"",""columnName"":""-3 Sigma"",""id"":""804283D4-D678-4692-802F-6F67127A5952""},{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""3960EC92-96F6-472D-9FAD-A55C95E3BBDA""},{""parameterName"":""plus3sd"",""columnName"":""+3 Sigma"",""id"":""B483F116-BD85-4721-8FCD-AADB6929B086""}]",Calculation,"['minus3sd=804283D4-D678-4692-802F-6F67127A5952', 'inputsignal=3960EC92-96F6-472D-9FAD-A55C95E3BBDA', 'plus3sd=B483F116-BD85-4721-8FCD-AADB6929B086']",,,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
24,64569B88-DA40-4760-A2B7-7AD0C82488BB,SPC Monitoring,Line 2,Process 'In Control' Condition,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,Source+Unique+Id=string&Grade+Code=string,True,ns,73577E83-60E2-48D9-A3F5-95E3E02ACE71,Seeq Calculations,True,64569B88-DA40-4760-A2B7-7AD0C82488BB,$signal,False,,,['signal=EC3B56EE-E0A7-4F07-80F2-DD52A7589E91'],,,331201000.0,6C169E5E-E062-4064-A3ED-69350BB49A26,,EC3B56EE-E0A7-4F07-80F2-DD52A7589E91,
25,64989844-C198-4AA2-A847-96A88271C600,SPC Monitoring,Line 3,Process Condition,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,Grade+Code=string,True,ns,0EE41486-3B80-E880-B7A5-098EDCC4E769,Seeq Calculations,True,64989844-C198-4AA2-A847-96A88271C600,$signal,False,,,['signal=26972369-77F2-4345-A664-CBE0E7EA4E4D'],,,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
26,698E6225-15A8-411C-8485-D51050C1275C,SPC Monitoring,Line 3,Nelson Run Rule 7,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3D3F-64F0-B26B-E54FDF931CF5,Seeq Calculations,True,698E6225-15A8-411C-8485-D51050C1275C,"$inputsignal.Nelson_RunRule7($minus1sd, $plus1sd, 40h)",False,"[{""parameterName"":""minus1sd"",""columnName"":""-1 Sigma"",""id"":""A252E73B-9F91-4105-99DD-E95D7B8A8D62""},{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""3960EC92-96F6-472D-9FAD-A55C95E3BBDA""},{""parameterName"":""plus1sd"",""columnName"":""+1 Sigma"",""id"":""4CA98986-B9C4-4B12-8EAD-C6A0B4237BBA""}]",Calculation,"['minus1sd=A252E73B-9F91-4105-99DD-E95D7B8A8D62', 'inputsignal=3960EC92-96F6-472D-9FAD-A55C95E3BBDA', 'plus1sd=4CA98986-B9C4-4B12-8EAD-C6A0B4237BBA']",,,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
27,7821E70A-DCD0-4690-825A-F01600DFDD27,SPC Monitoring,Line 2,Nelson Run Rule 6,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3B5B-EE90-817B-2113DC44E294,Seeq Calculations,True,7821E70A-DCD0-4690-825A-F01600DFDD27,"$inputsignal.Nelson_RunRule6($minus1sd, $plus1sd, 40h)",False,"[{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""27B41CA4-7A5C-42B1-8317-A207A7D97F11""},{""parameterName"":""minus1sd"",""columnName"":""-1 Sigma"",""id"":""A42FD338-D716-41FB-AC9C-AF7D6C3953F8""},{""parameterName"":""plus1sd"",""columnName"":""+1 Sigma"",""id"":""272C2AF8-6519-4DCA-8B32-7ED6680C97E8""}]",Calculation,"['inputsignal=27B41CA4-7A5C-42B1-8317-A207A7D97F11', 'minus1sd=A42FD338-D716-41FB-AC9C-AF7D6C3953F8', 'plus1sd=272C2AF8-6519-4DCA-8B32-7ED6680C97E8']",,,,,,,
28,78B8D35B-442B-45B1-8E37-8E69A79AEDA7,SPC Monitoring,Line 1,Nelson Run Rule 1,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-39B5-E8C0-897F-5253B4FDB654,Seeq Calculations,True,78B8D35B-442B-45B1-8E37-8E69A79AEDA7,"$inputsignal.Nelson_RunRule1($minus3sd, $plus3sd)",False,"[{""parameterName"":""plus3sd"",""columnName"":""+3 Sigma"",""id"":""E1170EBB-9214-467D-AC8F-53106CE91348""},{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""CB693962-B626-418C-B59D-699A31C4B3D3""},{""parameterName"":""minus3sd"",""columnName"":""-3 Sigma"",""id"":""C2015409-E631-4098-B2A1-70EC8934D23A""}]",Calculation,"['plus3sd=E1170EBB-9214-467D-AC8F-53106CE91348', 'inputsignal=CB693962-B626-418C-B59D-699A31C4B3D3', 'minus3sd=C2015409-E631-4098-B2A1-70EC8934D23A']",,,,,,,
29,7CB561CD-F6E5-480E-AA8A-069F0E9218F0,SPC Monitoring,Line 2,Nelson Run Rule 2,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3A9B-60A0-BD17-85F6930EED5A,Seeq Calculations,True,7CB561CD-F6E5-480E-AA8A-069F0E9218F0,"$inputsignal.Nelson_RunRule2($mean, 40h)",False,"[{""parameterName"":""mean"",""columnName"":""PV Mean"",""id"":""0BAB7BD4-8767-4C4E-8F11-C20EE1C57EBF""},{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""27B41CA4-7A5C-42B1-8317-A207A7D97F11""}]",Calculation,"['mean=0BAB7BD4-8767-4C4E-8F11-C20EE1C57EBF', 'inputsignal=27B41CA4-7A5C-42B1-8317-A207A7D97F11']",,,,,,,
30,7FCE9CB1-7202-40C6-B1AC-31A13A022EDC,SPC Monitoring,Line 1,Nelson Run Rule 4,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-39C4-7320-ACB9-6C81EF09A641,Seeq Calculations,True,7FCE9CB1-7202-40C6-B1AC-31A13A022EDC,$inputsignal.Nelson_RunRule4(40h),False,"[{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""CB693962-B626-418C-B59D-699A31C4B3D3""}]",Calculation,['inputsignal=CB693962-B626-418C-B59D-699A31C4B3D3'],,,,,,,
31,804283D4-D678-4692-802F-6F67127A5952,SPC Monitoring,Line 3,-3 Sigma,,CalculatedSignal,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3C1F-7390-B185-6FBCB2C6E93C,Seeq Calculations,True,804283D4-D678-4692-802F-6F67127A5952,$Mean - 3*$StandardDeviation,False,"[{""parameterName"":""Mean"",""columnName"":""PV Mean"",""id"":""BC9A12B3-36D5-4DD8-9601-A16DE90C515C""},{""parameterName"":""StandardDeviation"",""columnName"":""PV Standard Deviation"",""id"":""50A57337-15A0-4D56-8977-D4859595F89D""}]",Calculation,"['Mean=BC9A12B3-36D5-4DD8-9601-A16DE90C515C', 'StandardDeviation=50A57337-15A0-4D56-8977-D4859595F89D']",24.0,Linear,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
32,80A872A7-972D-449A-A572-54DA54866153,SPC Monitoring,Line 2,Line 2,,Asset,,Seeq Metadata,False,,Seeq Metadata,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,,,Seeq Metadata,False,80A872A7-972D-449A-A572-54DA54866153,,False,,,,,,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
33,87080A08-8080-410D-967B-4D515BA40E2C,SPC Monitoring,Line 3,Line 3,,Asset,,Seeq Metadata,False,,Seeq Metadata,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,,,Seeq Metadata,False,87080A08-8080-410D-967B-4D515BA40E2C,,False,,,,,,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
34,8BEDFB33-0FC0-4170-A11B-A038DF4A7ADE,SPC Monitoring,Line 2,Process Condition,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,Grade+Code=string,True,ns,0EE41486-3724-ECF0-8FEF-EED8DBBF0300,Seeq Calculations,True,8BEDFB33-0FC0-4170-A11B-A038DF4A7ADE,$signal,False,,,['signal=26972369-77F2-4345-A664-CBE0E7EA4E4D'],,,,6C169E5E-E062-4064-A3ED-69350BB49A26,,26972369-77F2-4345-A664-CBE0E7EA4E4D,
35,944E494B-4B2C-4C49-9FD0-08F23078045E,SPC Monitoring,Line 3,Nelson Run Rule 2,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3C1F-7390-AE5B-9B31357F9E6F,Seeq Calculations,True,944E494B-4B2C-4C49-9FD0-08F23078045E,"$inputsignal.Nelson_RunRule2($mean, 40h)",False,"[{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""3960EC92-96F6-472D-9FAD-A55C95E3BBDA""},{""parameterName"":""mean"",""columnName"":""PV Mean"",""id"":""BC9A12B3-36D5-4DD8-9601-A16DE90C515C""}]",Calculation,"['inputsignal=3960EC92-96F6-472D-9FAD-A55C95E3BBDA', 'mean=BC9A12B3-36D5-4DD8-9601-A16DE90C515C']",,,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
36,9B433D94-BC8A-448E-A8F0-B81D7D0D871D,SPC Monitoring,Line 3,+2 Sigma,,CalculatedSignal,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3C35-7320-9F45-EF6F7D4027B7,Seeq Calculations,True,9B433D94-BC8A-448E-A8F0-B81D7D0D871D,$Mean + 2*$StandardDeviation,False,"[{""parameterName"":""Mean"",""columnName"":""PV Mean"",""id"":""BC9A12B3-36D5-4DD8-9601-A16DE90C515C""},{""parameterName"":""StandardDeviation"",""columnName"":""PV Standard Deviation"",""id"":""50A57337-15A0-4D56-8977-D4859595F89D""}]",Calculation,"['Mean=BC9A12B3-36D5-4DD8-9601-A16DE90C515C', 'StandardDeviation=50A57337-15A0-4D56-8977-D4859595F89D']",24.0,Linear,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
37,9BCDA675-235D-4F09-895E-D0100F0290CA,SPC Monitoring,Line 2,PV Standard Deviation,,CalculatedSignal,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3A6F-7180-ACAF-0B110D3FA6DE,Seeq Calculations,True,9BCDA675-235D-4F09-895E-D0100F0290CA,"//Define the time period that contains all in control capsules
$capsule = capsule('2020-10-15T18:54:25.253000+00:00', '2021-02-08T23:47:19.421000+00:00')
 
//Narrow down data to when process is in control, use keep() to filter the condition by the specific grade code capsule property
$Grade101 = $applytocondition.keep('Grade Code', isMatch('Grade 101')).intersect($inputcondition)
$Grade102 = $applytocondition.keep('Grade Code', isMatch('Grade 102')).intersect($inputcondition)
$Grade105 = $applytocondition.keep('Grade Code', isMatch('Grade 105')).intersect($inputcondition)
$Grade107 = $applytocondition.keep('Grade Code', isMatch('Grade 107')).intersect($inputcondition)
$Grade103 = $applytocondition.keep('Grade Code', isMatch('Grade 103')).intersect($inputcondition)
$Grade106 = $applytocondition.keep('Grade Code', isMatch('Grade 106')).intersect($inputcondition)
$Grade108 = $applytocondition.keep('Grade Code', isMatch('Grade 108')).intersect($inputcondition)
$Grade104 = $applytocondition.keep('Grade Code', isMatch('Grade 104')).intersect($inputcondition)

 
//Create stddev based on the times the product is in control, use .toDiscrete to create an unweighted stddev
$Grade101_stddev = $inputsignal.remove(not $Grade101).toDiscrete().stddev($capsule)$Grade102_stddev = $inputsignal.remove(not $Grade102).toDiscrete().stddev($capsule)$Grade105_stddev = $inputsignal.remove(not $Grade105).toDiscrete().stddev($capsule)$Grade107_stddev = $inputsignal.remove(not $Grade107).toDiscrete().stddev($capsule)$Grade103_stddev = $inputsignal.remove(not $Grade103).toDiscrete().stddev($capsule)$Grade106_stddev = $inputsignal.remove(not $Grade106).toDiscrete().stddev($capsule)$Grade108_stddev = $inputsignal.remove(not $Grade108).toDiscrete().stddev($capsule)$Grade104_stddev = $inputsignal.remove(not $Grade104).toDiscrete().stddev($capsule)
 
//Create stddev for all grades in one signal using splice(), use keep() to filter the condition by the specific grade code capsule property
//use within() to show only stddev only during the condition
0.splice($Grade101_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 101')))
.splice($Grade102_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 102')))
.splice($Grade105_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 105')))
.splice($Grade107_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 107')))
.splice($Grade103_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 103')))
.splice($Grade106_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 106')))
.splice($Grade108_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 108')))
.splice($Grade104_stddev, $applytocondition.keep('Grade Code', isMatch('Grade 104')))
.within($applytocondition)",False,"[{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""27B41CA4-7A5C-42B1-8317-A207A7D97F11""},{""parameterName"":""applytocondition"",""columnName"":""Process Condition"",""id"":""8BEDFB33-0FC0-4170-A11B-A038DF4A7ADE""},{""parameterName"":""inputcondition"",""columnName"":""Process 'In Control' Condition"",""id"":""64569B88-DA40-4760-A2B7-7AD0C82488BB""}]",Calculation,"['inputsignal=27B41CA4-7A5C-42B1-8317-A207A7D97F11', 'applytocondition=8BEDFB33-0FC0-4170-A11B-A038DF4A7ADE', 'inputcondition=64569B88-DA40-4760-A2B7-7AD0C82488BB']",24.0,Linear,,,,,
38,9C90CF5A-9CA5-4654-BFD2-B84B4C6BBE97,SPC Monitoring,Line 2,Nelson Run Rule 8,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3B3E-F9D0-8D87-8EE80862C841,Seeq Calculations,True,9C90CF5A-9CA5-4654-BFD2-B84B4C6BBE97,"$inputsignal.Nelson_RunRule8($minus1sd, $plus1sd, 40h)",False,"[{""parameterName"":""plus1sd"",""columnName"":""+1 Sigma"",""id"":""272C2AF8-6519-4DCA-8B32-7ED6680C97E8""},{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""27B41CA4-7A5C-42B1-8317-A207A7D97F11""},{""parameterName"":""minus1sd"",""columnName"":""-1 Sigma"",""id"":""A42FD338-D716-41FB-AC9C-AF7D6C3953F8""}]",Calculation,"['plus1sd=272C2AF8-6519-4DCA-8B32-7ED6680C97E8', 'inputsignal=27B41CA4-7A5C-42B1-8317-A207A7D97F11', 'minus1sd=A42FD338-D716-41FB-AC9C-AF7D6C3953F8']",,,,,,,
39,9E45CDF9-5569-445E-9B53-1CB26FD5FF0F,SPC Monitoring,Line 1,Line 1,,Asset,,Seeq Metadata,False,,Seeq Metadata,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,,,Seeq Metadata,False,9E45CDF9-5569-445E-9B53-1CB26FD5FF0F,,False,,,,,,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
40,A252E73B-9F91-4105-99DD-E95D7B8A8D62,SPC Monitoring,Line 3,-1 Sigma,,CalculatedSignal,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3C6A-EE80-8277-B2D77C8B9940,Seeq Calculations,True,A252E73B-9F91-4105-99DD-E95D7B8A8D62,$Mean - 1*$StandardDeviation,False,"[{""parameterName"":""StandardDeviation"",""columnName"":""PV Standard Deviation"",""id"":""50A57337-15A0-4D56-8977-D4859595F89D""},{""parameterName"":""Mean"",""columnName"":""PV Mean"",""id"":""BC9A12B3-36D5-4DD8-9601-A16DE90C515C""}]",Calculation,"['StandardDeviation=50A57337-15A0-4D56-8977-D4859595F89D', 'Mean=BC9A12B3-36D5-4DD8-9601-A16DE90C515C']",24.0,Linear,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
41,A42FD338-D716-41FB-AC9C-AF7D6C3953F8,SPC Monitoring,Line 2,-1 Sigma,,CalculatedSignal,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3A9D-77B0-9978-8F5524015483,Seeq Calculations,True,A42FD338-D716-41FB-AC9C-AF7D6C3953F8,$Mean - 1*$StandardDeviation,False,"[{""parameterName"":""Mean"",""columnName"":""PV Mean"",""id"":""0BAB7BD4-8767-4C4E-8F11-C20EE1C57EBF""},{""parameterName"":""StandardDeviation"",""columnName"":""PV Standard Deviation"",""id"":""9BCDA675-235D-4F09-895E-D0100F0290CA""}]",Calculation,"['Mean=0BAB7BD4-8767-4C4E-8F11-C20EE1C57EBF', 'StandardDeviation=9BCDA675-235D-4F09-895E-D0100F0290CA']",24.0,Linear,,,,,
42,A95A3384-D7A6-4074-8AE5-86D225D052F2,SPC Monitoring,Line 1,+1 Sigma,,CalculatedSignal,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-38E8-7780-9704-97F0BB36EFDA,Seeq Calculations,True,A95A3384-D7A6-4074-8AE5-86D225D052F2,$Mean + 1*$StandardDeviation,False,"[{""parameterName"":""StandardDeviation"",""columnName"":""PV Standard Deviation"",""id"":""0AF6337F-069B-46EB-A76F-80FDBE63FF1C""},{""parameterName"":""Mean"",""columnName"":""PV Mean"",""id"":""B463DE59-9203-4A91-B50C-FFEA65944F40""}]",Calculation,"['StandardDeviation=0AF6337F-069B-46EB-A76F-80FDBE63FF1C', 'Mean=B463DE59-9203-4A91-B50C-FFEA65944F40']",24.0,Linear,,,,,
43,ACFE617B-B8B5-47D4-98DE-E4D14EAA08A0,SPC Monitoring,Line 1,Nelson Run Rule 7,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-397A-FF40-B1CD-FCA60B7B4585,Seeq Calculations,True,ACFE617B-B8B5-47D4-98DE-E4D14EAA08A0,"$inputsignal.Nelson_RunRule7($minus1sd, $plus1sd, 40h)",False,"[{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""CB693962-B626-418C-B59D-699A31C4B3D3""},{""parameterName"":""plus1sd"",""columnName"":""+1 Sigma"",""id"":""A95A3384-D7A6-4074-8AE5-86D225D052F2""},{""parameterName"":""minus1sd"",""columnName"":""-1 Sigma"",""id"":""499DB2FA-5F27-4E2A-9C76-C2C3C205B9F5""}]",Calculation,"['inputsignal=CB693962-B626-418C-B59D-699A31C4B3D3', 'plus1sd=A95A3384-D7A6-4074-8AE5-86D225D052F2', 'minus1sd=499DB2FA-5F27-4E2A-9C76-C2C3C205B9F5']",,,,,,,
