,ID,Path,Asset,Name,Description,Type,Value Unit Of Measure,Datasource Name,Archived,Source Value Unit Of Measure,Datasource ID,Template,Datasource Class,Cache Enabled,Data ID,Sync Token,Unsearchable,Enabled,Maximum Interpolation,Key Unit Of Measure,Cache ID,Interpolation Method,Formula,Formula Parameters,UIConfig
47,D2CC9A2B-C834-4D0D-8D48-B06323CD2433,Sample Assets >> Batch Products >> Product 1 >> Site 1,Reactor 2,Reactor 2,,Asset,,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Asset} Sample Assets >> Batch Products >> Product 1 >> Site 1 >> Reactor 2,2023-05-10T21:53:03.269723,False,True,,,,,,,
48,D412BD30-8454-45E0-9081-25E233439F10,Sample Assets >> Batch Products >> Product 1 >> Site 1,Reactor 2,Batch ID,,CalculatedSignal,string,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Batch Products >> Product 1 >> Site 1 >> Reactor 2 >> Batch ID,2023-05-10T21:53:03.269723,False,True,2.0,ns,0380F594-EA52-4582-BF4D-364ED91AC00D,Step,$signal,['signal=B6110A84-68E5-44AC-9477-CB4DDE599D5B'],
49,D44A3B3E-43ED-4B61-A7EB-C7E0CE9CD92C,Sample Assets >> Batch Products >> Product 1 >> Site 1,Reactor 4,Batch ID,,CalculatedSignal,string,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Batch Products >> Product 1 >> Site 1 >> Reactor 4 >> Batch ID,2023-05-10T21:53:03.269723,False,True,2.0,ns,0FB2695C-1974-4A3C-97B7-D4601E614BD9,Step,$signal,['signal=BECA72B0-C9CD-4018-BE08-78C84311617A'],
50,DAD1CB04-B8CC-4C56-9534-475A26A5A9A9,Sample Assets >> Batch Products >> Product 1 >> Site 1,Reactor 3,Operation,,CalculatedSignal,string,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Batch Products >> Product 1 >> Site 1 >> Reactor 3 >> Operation,2023-05-10T21:53:03.269723,False,True,2.0,ns,4B9F0E91-3FB9-4932-B811-430EEBDF6674,Step,$signal,['signal=12C7046E-1127-4AAB-B2CD-13AEAE86AABA'],
51,E074A7F9-9B19-40EB-9931-0334544C0DAC,Sample Assets >> Batch Products >> Product 1 >> Site 1,Reactor 4,Reactor Temperature,,CalculatedSignal,°C,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Batch Products >> Product 1 >> Site 1 >> Reactor 4 >> Reactor Temperature,2023-05-10T21:53:03.269723,False,True,2.0,ns,547B61F6-0528-495F-96EC-9020CDC9E6C2,Linear,$signal,['signal=043323F5-8776-4E59-8F1C-19E292F2C53A'],
52,E31E45EA-498C-458B-B097-461893C61016,Sample Assets >> Batch Products >> Product 1 >> Site 1,Reactor 3,Reactor 3,,Asset,,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Asset} Sample Assets >> Batch Products >> Product 1 >> Site 1 >> Reactor 3,2023-05-10T21:53:03.269723,False,True,,,,,,,
53,E7F21D4B-A1A6-4F22-A2C1-F99638554FBC,Sample Assets >> Batch Products >> Product 1 >> Site 1,Reactor 4,Downtime Reason Codes,,CalculatedSignal,string,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Batch Products >> Product 1 >> Site 1 >> Reactor 4 >> Downtime Reason Codes,2023-05-10T21:53:03.269723,False,True,2.0,ns,B08AD5F3-FE3A-4E5E-863B-B3AFD0DC13BB,Step,$signal,['signal=52B57565-C1E1-45A5-B363-1C61725028E6'],
54,EDF9BBA4-FCFE-4EB4-85A1-439DAD81DF7A,Sample Assets >> Batch Products >> Product 1 >> Site 1,Reactor 1,Volume,,CalculatedSignal,L,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Batch Products >> Product 1 >> Site 1 >> Reactor 1 >> Volume,2023-05-10T21:53:03.269723,False,True,2.0,ns,71F76F57-15E9-4F6D-BDCD-EE55BF1AC60B,Linear,$signal,['signal=46FC052F-8540-4A24-A232-F6DB41DB114D'],
55,F7B539F8-E0AD-479C-9602-62F36D504A1C,Sample Assets >> Batch Products >> Product 1 >> Site 1,Reactor 1,Phase,,CalculatedSignal,string,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Batch Products >> Product 1 >> Site 1 >> Reactor 1 >> Phase,2023-05-10T21:53:03.269723,False,True,5.0,ns,0EDFAF15-052C-FF20-8F0B-9D1F8AB4A0EB,Step,$signal,['signal=353AA81B-6235-4966-83F5-BF37A6BC9A6B'],
0,94636F8A-33F9-4640-976D-BFBE96F7A147,Sample Assets >> Batch Products >> Product 1,Site 1,Site 1,,Asset,,Seeq Data Lab,False,,Seeq Data Lab,,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Asset} Sample Assets >> Batch Products >> Product 1 >> Site 1,2023-05-10T21:53:03.269723,False,True,,,,,,,
