,Bearing Status (F849D807-A0EB-482D-914C-5D18005814EB)
2004-02-17 13:42:39-05:00,1
2004-02-17 13:52:39-05:00,1
2004-02-17 14:02:39-05:00,1
2004-02-17 14:12:39-05:00,1
2004-02-17 14:22:39-05:00,1
2004-02-17 14:32:39-05:00,1
2004-02-17 14:42:39-05:00,1
2004-02-17 14:52:39-05:00,1
2004-02-17 15:02:39-05:00,1
2004-02-17 15:12:39-05:00,1
2004-02-17 15:22:39-05:00,1
2004-02-17 15:32:39-05:00,1
2004-02-17 15:42:39-05:00,1
2004-02-17 15:52:39-05:00,1
2004-02-17 16:02:39-05:00,1
2004-02-17 16:12:39-05:00,1
2004-02-17 16:22:39-05:00,1
2004-02-17 16:32:39-05:00,1
2004-02-17 16:42:39-05:00,1
2004-02-17 16:52:39-05:00,1
2004-02-17 17:02:39-05:00,1
2004-02-17 17:12:39-05:00,1
2004-02-17 17:22:39-05:00,1
2004-02-17 17:32:39-05:00,1
2004-02-17 17:42:39-05:00,1
2004-02-17 17:52:39-05:00,1
2004-02-17 18:02:39-05:00,1
2004-02-17 18:12:39-05:00,1
2004-02-17 18:22:39-05:00,1
2004-02-17 18:32:39-05:00,1
2004-02-17 18:42:39-05:00,1
2004-02-17 18:52:39-05:00,1
2004-02-17 19:02:39-05:00,1
2004-02-17 19:12:39-05:00,1
2004-02-17 19:22:39-05:00,1
2004-02-17 19:32:39-05:00,1
2004-02-17 19:42:39-05:00,1
2004-02-17 19:52:39-05:00,1
2004-02-17 20:02:39-05:00,1
2004-02-17 20:12:39-05:00,1
2004-02-17 20:22:39-05:00,1
2004-02-17 20:32:39-05:00,1
2004-02-17 20:42:39-05:00,1
2004-02-17 20:52:39-05:00,1
2004-02-17 21:02:39-05:00,1
2004-02-17 21:12:39-05:00,1
2004-02-17 21:22:39-05:00,1
2004-02-17 21:32:39-05:00,1
2004-02-17 21:42:39-05:00,1
2004-02-17 21:52:39-05:00,1
2004-02-17 22:02:39-05:00,1
2004-02-17 22:12:39-05:00,1
2004-02-17 22:22:39-05:00,1
2004-02-17 22:32:39-05:00,1
2004-02-17 22:42:39-05:00,1
2004-02-17 22:52:39-05:00,1
2004-02-17 23:02:39-05:00,1
2004-02-17 23:12:39-05:00,1
2004-02-17 23:22:39-05:00,1
2004-02-17 23:32:39-05:00,1
2004-02-17 23:42:39-05:00,1
2004-02-17 23:52:39-05:00,1
2004-02-18 00:02:39-05:00,1
2004-02-18 00:12:39-05:00,1
2004-02-18 00:22:39-05:00,1
2004-02-18 00:32:39-05:00,1
2004-02-18 00:42:39-05:00,1
2004-02-18 00:52:39-05:00,1
2004-02-18 01:02:39-05:00,1
2004-02-18 01:12:39-05:00,1
2004-02-18 01:22:39-05:00,1
2004-02-18 01:32:39-05:00,1
2004-02-18 01:42:39-05:00,1
2004-02-18 01:52:39-05:00,1
2004-02-18 02:02:39-05:00,1
2004-02-18 02:12:39-05:00,1
2004-02-18 02:22:39-05:00,1
2004-02-18 02:32:39-05:00,1
2004-02-18 02:42:39-05:00,1
2004-02-18 02:52:39-05:00,1
2004-02-18 03:02:39-05:00,1
2004-02-18 03:12:39-05:00,1
2004-02-18 03:22:39-05:00,1
2004-02-18 03:32:39-05:00,1
2004-02-18 03:42:39-05:00,1
2004-02-18 03:52:39-05:00,1
2004-02-18 04:02:39-05:00,1
2004-02-18 04:12:39-05:00,1
2004-02-18 04:22:39-05:00,1
2004-02-18 04:32:39-05:00,1
2004-02-18 04:42:39-05:00,1
2004-02-18 04:52:39-05:00,1
2004-02-18 05:02:39-05:00,1
2004-02-18 05:12:39-05:00,1
2004-02-18 05:22:39-05:00,1
2004-02-18 05:32:39-05:00,1
2004-02-18 05:42:39-05:00,1
2004-02-18 05:52:39-05:00,1
2004-02-18 06:02:39-05:00,1
2004-02-18 06:12:39-05:00,1
2004-02-18 06:22:39-05:00,1
2004-02-18 06:32:39-05:00,1
2004-02-18 06:42:39-05:00,1
2004-02-18 06:52:39-05:00,1
2004-02-18 07:02:39-05:00,1
2004-02-18 07:12:39-05:00,1
2004-02-18 07:22:39-05:00,1
2004-02-18 07:32:39-05:00,1
2004-02-18 07:42:39-05:00,1
2004-02-18 07:52:39-05:00,1
2004-02-18 08:02:39-05:00,1
2004-02-18 08:12:39-05:00,1
2004-02-18 08:22:39-05:00,1
2004-02-18 08:32:39-05:00,1
2004-02-18 08:42:39-05:00,1
2004-02-18 08:52:39-05:00,1
2004-02-18 09:02:39-05:00,1
2004-02-18 09:12:39-05:00,1
2004-02-18 09:22:39-05:00,1
2004-02-18 09:32:39-05:00,1
2004-02-18 09:42:39-05:00,1
2004-02-18 09:52:39-05:00,1
2004-02-18 10:02:39-05:00,1
2004-02-18 10:12:39-05:00,1
2004-02-18 10:22:39-05:00,1
2004-02-18 10:32:39-05:00,1
2004-02-18 10:42:39-05:00,1
2004-02-18 10:52:39-05:00,1
2004-02-18 11:02:39-05:00,1
2004-02-18 11:12:39-05:00,1
2004-02-18 11:22:39-05:00,1
2004-02-18 11:32:39-05:00,1
2004-02-18 11:42:39-05:00,1
2004-02-18 11:52:39-05:00,1
2004-02-18 12:02:39-05:00,1
2004-02-18 12:12:39-05:00,1
2004-02-18 12:22:39-05:00,1
2004-02-18 12:32:39-05:00,1
2004-02-18 12:42:39-05:00,1
2004-02-18 12:52:39-05:00,1
2004-02-18 13:02:39-05:00,1
2004-02-18 13:12:39-05:00,1
2004-02-18 13:22:39-05:00,1
2004-02-18 13:32:39-05:00,1
2004-02-18 13:42:39-05:00,1
2004-02-18 13:52:39-05:00,1
2004-02-18 14:02:39-05:00,1
2004-02-18 14:12:39-05:00,1
2004-02-18 14:22:39-05:00,1
2004-02-18 14:32:39-05:00,1
2004-02-18 14:42:39-05:00,1
2004-02-18 14:52:39-05:00,1
2004-02-18 15:02:39-05:00,1
2004-02-18 15:12:39-05:00,1
2004-02-18 15:22:39-05:00,1
2004-02-18 15:32:39-05:00,1
2004-02-18 15:42:39-05:00,1
2004-02-18 15:52:39-05:00,1
2004-02-18 16:02:39-05:00,1
2004-02-18 16:12:39-05:00,1
2004-02-18 16:22:39-05:00,1
2004-02-18 16:32:39-05:00,1
2004-02-18 16:42:39-05:00,1
2004-02-18 16:52:39-05:00,1
2004-02-18 17:02:39-05:00,1
2004-02-18 17:12:39-05:00,1
2004-02-18 17:22:39-05:00,1
2004-02-18 17:32:39-05:00,1
2004-02-18 17:42:39-05:00,1
2004-02-18 17:52:39-05:00,1
2004-02-18 18:02:39-05:00,1
2004-02-18 18:12:39-05:00,1
2004-02-18 18:22:39-05:00,1
2004-02-18 18:32:39-05:00,1
2004-02-18 18:42:39-05:00,1
2004-02-18 18:52:39-05:00,1
2004-02-18 19:02:39-05:00,1
2004-02-18 19:12:39-05:00,1
2004-02-18 19:22:39-05:00,1
2004-02-18 19:32:39-05:00,1
2004-02-18 19:42:39-05:00,1
2004-02-18 19:52:39-05:00,1
2004-02-18 20:02:39-05:00,1
2004-02-18 20:12:39-05:00,1
2004-02-18 20:22:39-05:00,1
2004-02-18 20:32:39-05:00,1
2004-02-18 20:42:39-05:00,1
2004-02-18 20:52:39-05:00,1
2004-02-18 21:02:39-05:00,1
2004-02-18 21:12:39-05:00,1
2004-02-18 21:22:39-05:00,1
2004-02-18 21:32:39-05:00,1
2004-02-18 21:42:39-05:00,1
2004-02-18 21:52:39-05:00,1
2004-02-18 22:02:39-05:00,1
2004-02-18 22:12:39-05:00,1
2004-02-18 22:22:39-05:00,1
2004-02-18 22:32:39-05:00,1
2004-02-18 22:42:39-05:00,1
2004-02-18 22:52:39-05:00,1
2004-02-18 23:02:39-05:00,1
2004-02-18 23:12:39-05:00,1
2004-02-18 23:22:39-05:00,1
2004-02-18 23:32:39-05:00,1
2004-02-18 23:42:39-05:00,1
2004-02-18 23:52:39-05:00,1
2004-02-19 00:02:39-05:00,1
2004-02-19 00:12:39-05:00,1
2004-02-19 00:22:39-05:00,1
2004-02-19 00:32:39-05:00,1
2004-02-19 00:42:39-05:00,1
2004-02-19 00:52:39-05:00,1
2004-02-19 01:02:39-05:00,1
2004-02-19 01:12:39-05:00,1
2004-02-19 01:22:39-05:00,1
2004-02-19 01:32:39-05:00,1
2004-02-19 01:42:39-05:00,1
2004-02-19 01:52:39-05:00,1
2004-02-19 02:02:39-05:00,1
2004-02-19 02:12:39-05:00,1
2004-02-19 02:22:39-05:00,1
2004-02-19 02:32:39-05:00,1
2004-02-19 02:42:39-05:00,1
2004-02-19 02:52:39-05:00,1
2004-02-19 03:02:39-05:00,1
2004-02-19 03:12:39-05:00,1
2004-02-19 03:22:39-05:00,1
2004-02-19 03:32:39-05:00,1
2004-02-19 03:42:39-05:00,1
2004-02-19 03:52:39-05:00,1
2004-02-19 04:02:39-05:00,1
2004-02-19 04:12:39-05:00,1
2004-02-19 04:22:39-05:00,1
2004-02-19 04:32:39-05:00,1
2004-02-19 04:42:39-05:00,1
2004-02-19 04:52:39-05:00,1
2004-02-19 05:02:39-05:00,1
2004-02-19 05:12:39-05:00,1
2004-02-19 05:22:39-05:00,1
2004-02-19 05:32:39-05:00,1
2004-02-19 05:42:39-05:00,1
2004-02-19 05:52:39-05:00,1
2004-02-19 06:02:39-05:00,1
2004-02-19 06:12:39-05:00,1
2004-02-19 06:22:39-05:00,1
2004-02-19 06:32:39-05:00,1
2004-02-19 06:42:39-05:00,1
2004-02-19 06:52:39-05:00,1
2004-02-19 07:02:39-05:00,1
2004-02-19 07:12:39-05:00,1
2004-02-19 07:22:39-05:00,1
